submit_time,start_time,end_time,run_time,wait_time
19519,19519,19534,15,0
19841,19841,19843,2,0
31775,31775,31779,4,0
41204,41204,42181,977,0
42188,42188,43152,964,0
43159,43159,44123,964,0
44130,44130,44271,141,0
128409,128410,128414,4,1
134467,134467,134491,24,0
134596,134596,137131,2535,0
136296,136296,137268,972,0
137277,137277,137596,319,0
144991,144992,145956,964,1
145965,145965,146930,965,0
146936,146936,147901,965,0
147907,147908,148481,573,1
148546,148546,148548,2,0
148548,148548,148550,2,0
148551,148551,148552,1,0
148553,148553,148554,1,0
148555,148555,148557,2,0
148558,148558,148559,1,0
148560,148560,148562,2,0
148562,148562,148564,2,0
148565,148565,148567,2,0
148567,148567,148569,2,0
148569,148569,148571,2,0
148572,148572,148574,2,0
148574,148574,148575,1,0
148576,148576,148578,2,0
148579,148579,148580,1,0
148581,148581,148582,1,0
148583,148583,148585,2,0
148585,148586,148588,2,1
148588,148588,148590,2,0
148590,148590,148592,2,0
148592,148592,148595,3,0
148595,148595,148596,1,0
148597,148597,148598,1,0
148599,148599,148601,2,0
148602,148602,148604,2,0
148604,148604,148606,2,0
148606,148606,148608,2,0
148609,148609,148610,1,0
148611,148611,148612,1,0
148613,148613,148615,2,0
148616,148616,148618,2,0
148618,148618,148620,2,0
148620,148620,148622,2,0
148623,148623,148624,1,0
148625,148625,148626,1,0
148627,148627,148629,2,0
148630,148630,148631,1,0
148632,148632,148634,2,0
148634,148634,148635,1,0
148636,148637,148638,1,1
148639,148639,148641,2,0
148641,148641,148643,2,0
148643,148643,148646,3,0
148646,148646,148647,1,0
148648,148648,148649,1,0
148651,148651,148653,2,0
148653,148653,148655,2,0
148655,148655,148656,1,0
148657,148658,148659,1,1
148660,148660,148662,2,0
148662,148662,148664,2,0
148665,148665,148666,1,0
148667,148667,148668,1,0
148669,148669,148670,1,0
147969,147969,148940,971,0
148950,148950,149558,608,0
163167,163167,163169,2,0
163169,163169,163170,1,0
163171,163171,163172,1,0
163173,163173,163175,2,0
163175,163175,163177,2,0
163177,163177,163179,2,0
163179,163180,163181,1,1
163182,163182,163183,1,0
163184,163184,163186,2,0
163186,163186,163188,2,0
163188,163188,163190,2,0
163190,163190,163191,1,0
163192,163192,163194,2,0
163194,163194,163196,2,0
163197,163197,163199,2,0
163199,163199,163200,1,0
163201,163201,163202,1,0
163203,163203,163205,2,0
163205,163205,163207,2,0
163207,163207,163209,2,0
163209,163209,163211,2,0
163212,163212,163213,1,0
163214,163214,163216,2,0
163216,163216,163217,1,0
163218,163218,163220,2,0
163220,163220,163222,2,0
163222,163222,163225,3,0
163224,163224,163226,2,0
163227,163227,163229,2,0
163229,163229,163230,1,0
163231,163231,163233,2,0
163233,163233,163235,2,0
163235,163235,163236,1,0
163237,163237,163239,2,0
163239,163239,163241,2,0
163242,163242,163244,2,0
163244,163244,163245,1,0
163246,163246,163248,2,0
163248,163248,163250,2,0
163250,163250,163252,2,0
163252,163252,163254,2,0
163254,163255,163256,1,1
163257,163257,163258,1,0
163259,163259,163261,2,0
163261,163261,163262,1,0
163263,163263,163264,1,0
163265,163265,163266,1,0
163267,163267,163269,2,0
163269,163270,163271,1,1
163272,163272,163273,1,0
163274,163274,163275,1,0
163276,163276,163277,1,0
163278,163278,163279,1,0
163280,163280,163281,1,0
163282,163282,163283,1,0
163284,163284,163286,2,0
163286,163287,163288,1,1
163289,163289,163290,1,0
163291,163291,163292,1,0
163293,163293,163294,1,0
163295,163295,163296,1,0
163337,163337,163339,2,0
163339,163339,163341,2,0
163341,163341,163342,1,0
163343,163343,163345,2,0
163345,163345,163347,2,0
163347,163347,163349,2,0
163349,163349,163351,2,0
163352,163352,163353,1,0
163354,163354,163355,1,0
163356,163356,163357,1,0
163358,163358,163359,1,0
163360,163360,163361,1,0
163362,163362,163363,1,0
163364,163364,163366,2,0
163366,163367,163368,1,1
163369,163369,163371,2,0
163371,163371,163372,1,0
163373,163373,163374,1,0
163375,163375,163377,2,0
163377,163377,163378,1,0
163379,163379,163381,2,0
163381,163381,163383,2,0
163384,163384,163386,2,0
163386,163386,163387,1,0
163388,163388,163389,1,0
163390,163390,163392,2,0
163392,163392,163393,1,0
163394,163394,163397,3,0
163397,163397,163399,2,0
163399,163399,163400,1,0
163401,163401,163402,1,0
163403,163403,163405,2,0
163405,163405,163406,1,0
163407,163407,163409,2,0
163409,163409,163412,3,0
163412,163412,163413,1,0
163414,163414,163415,1,0
163416,163416,163417,1,0
163418,163418,163419,1,0
163420,163420,163421,1,0
163422,163422,163424,2,0
163424,163424,163426,2,0
163427,163427,163428,1,0
163429,163429,163430,1,0
163431,163431,163432,1,0
163433,163433,163434,1,0
163435,163435,163436,1,0
163437,163437,163438,1,0
163439,163439,163441,2,0
163442,163442,163443,1,0
163444,163444,163445,1,0
163446,163446,163447,1,0
163448,163448,163449,1,0
163450,163450,163451,1,0
163452,163452,163454,2,0
163454,163454,163456,2,0
163457,163457,163459,2,0
163459,163459,163461,2,0
163461,163461,163463,2,0
163463,163463,163465,2,0
163465,163465,163467,2,0
202477,202477,202920,443,0
202509,202509,203027,518,0
202496,202496,203335,839,0
202570,202570,203479,909,0
202485,202485,203660,1175,0
202562,202562,203661,1099,0
202525,202526,203816,1290,1
202535,202535,203821,1286,0
202472,202472,203830,1358,0
202463,202463,203830,1367,0
202510,202510,203842,1332,0
202530,202530,203851,1321,0
202555,202555,203865,1310,0
202516,202516,203887,1371,0
202461,202461,203963,1502,0
202497,202497,204003,1506,0
202500,202500,204012,1512,0
202498,202498,204031,1533,0
202502,202502,204050,1548,0
202527,202527,204052,1525,0
202481,202481,204086,1605,0
202486,202486,204087,1601,0
202564,202564,204119,1555,0
202540,202540,204136,1596,0
202465,202465,204140,1675,0
202524,202525,204219,1694,1
202504,202504,204244,1740,0
202547,202547,204256,1709,0
202457,202457,204287,1830,0
202539,202539,204324,1785,0
202545,202545,204327,1782,0
202515,202515,204337,1822,0
202543,202543,204368,1825,0
202508,202508,204385,1877,0
202467,202467,204397,1930,0
202476,202476,204406,1930,0
202499,202499,204417,1918,0
202506,202506,204418,1912,0
202561,202561,204422,1861,0
202505,202505,204465,1960,0
202491,202491,204482,1991,0
202480,202480,204495,2015,0
202542,202542,204500,1958,0
202554,202554,204503,1949,0
202538,202538,204505,1967,0
202457,202458,204508,2050,1
202492,202492,204533,2041,0
202460,202460,204549,2089,0
202483,202483,204561,2078,0
202478,202478,204572,2094,0
202454,202454,204603,2149,0
202575,202575,204651,2076,0
202572,202572,204661,2089,0
202485,202486,204663,2177,1
202471,202471,204672,2201,0
202488,202488,204707,2219,0
202490,202490,204732,2242,0
202474,202475,204735,2260,1
202517,202517,204786,2269,0
202551,202551,204786,2235,0
202464,202464,204798,2334,0
202532,202532,204806,2274,0
202475,202475,204811,2336,0
202529,202529,204811,2282,0
202455,202455,204836,2381,0
202469,202469,204838,2369,0
202528,202528,204863,2335,0
202534,202534,204888,2354,0
202466,202466,204890,2424,0
202456,202456,204894,2438,0
202473,202473,204895,2422,0
202560,202560,204902,2342,0
202533,202533,204955,2422,0
202537,202537,204960,2423,0
202470,202470,204961,2491,0
202503,202503,204998,2495,0
202523,202524,205009,2485,1
202468,202468,205010,2542,0
202459,202459,205016,2557,0
202579,202579,205022,2443,0
202576,202577,205070,2493,1
202512,202512,205076,2564,0
202522,202523,205088,2565,1
202531,202531,205097,2566,0
202550,202550,205099,2549,0
202465,202465,205112,2647,0
202559,202559,205113,2554,0
202487,202487,205116,2629,0
202513,202513,205128,2615,0
202508,202509,205152,2643,1
202495,202495,205169,2674,0
202521,202521,205182,2661,0
202482,202482,205185,2703,0
202520,202520,205205,2685,0
202565,202565,205208,2643,0
202511,202511,205265,2754,0
202514,202514,205266,2752,0
202484,202484,205269,2785,0
202557,202557,205277,2720,0
202462,202462,205310,2848,0
202493,202493,205317,2824,0
202507,202507,205330,2823,0
202549,202549,205339,2790,0
202573,202573,205341,2768,0
202479,202479,205345,2866,0
202494,202494,205348,2854,0
202541,202541,205353,2812,0
202473,202473,205397,2924,0
202453,202453,205410,2957,0
202489,202489,205448,2959,0
202566,202566,205456,2890,0
202458,202458,205467,3009,0
202548,202548,205527,2979,0
202546,202546,205583,3037,0
202574,202574,205584,3010,0
202578,202578,205595,3017,0
202556,202556,205608,3052,0
202501,202501,205618,3117,0
202518,202518,205759,3241,0
202536,202536,205763,3227,0
202569,202569,205833,3264,0
202581,202581,206040,3459,0
202452,202452,206055,3603,0
202571,202571,206323,3752,0
202567,202567,206428,3861,0
202589,205415,206474,1059,2826
202921,202921,206495,3574,0
202582,204682,206913,2231,2100
202585,204697,207099,2402,2112
202580,202580,207291,4711,0
202583,204687,207488,2801,2104
202588,205407,207553,2146,2819
202587,205402,207610,2208,2815
202600,206475,207954,1479,3875
202602,207481,207962,481,4879
202596,206448,208139,1691,3852
202593,205728,208210,2482,3135
202584,204692,208430,3738,2108
202591,205420,209356,3936,2829
202592,205723,209356,3633,3131
202594,205733,209356,3623,3139
202595,206443,209356,2913,3848
202597,206453,209356,2903,3856
202603,207486,209356,1870,4883
202604,207493,209356,1863,4889
202605,207498,209356,1858,4893
202608,208007,209356,1349,5399
202612,208605,209356,751,5993
202552,202553,209356,6803,1
